Succursale,Succursale_ID,Produit_Catégorie,Marque - Nom,Souche
Lévis - Président-Kennedy,34,Pré-Roulés,Fleurs de Lise - Le Passe Partout,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Good Supply - Jean Guy,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Green Joy - Lemon Pepper Punch,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Green Joy - Mango Cheese,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Grindh - H27 Sativa,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Groupe SûrNaturel - Velvet Punch Haze,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Irony - Blueberry Muffin,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Irony - Candyland,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Irony - Petit-Pétard,Mélange
Lévis - Président-Kennedy,34,Pré-Roulés,Irony - Pillage de Trésors,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Irony - Trio Beau-Pétard,Mélange
Lévis - Président-Kennedy,34,Pré-Roulés,LaHoja - Grape Octane,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Lunaire - Les Gros CBDs,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,MTL Cannabis - Strawberry N' Mintz,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,MTL Cannabis - Wes' Coast Kush,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Nueva+ - Banane Plantée,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Nueva+ - Complice,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Nueva+ - La Copine,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Nueva+ - Le Fameux,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Nueva+ - Rêve Lucide,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Nugz - Early Lemon Berry,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Nugz - Nugz Wrap Indica,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Nugz - Nugz Wrap Sativa,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,OMY - Skunk Muffinz,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Ono Cannabis - Ono Astrono,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Ono Cannabis - Ono Kongz,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Ono Cannabis - Ono Planet of the grapes,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Orchid - CBD Runtz,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Pecko - Death Bubba Biologique,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Promenade - Blue Dream,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Promenade - Pink God,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Pure Laine - Pineapple OG,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Pure Laine Cannabis - Special Haze,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Pure Laine Cannabis - Suzettes,Mélange
Lévis - Président-Kennedy,34,Pré-Roulés,Pure Trichomes - Skunkcussion,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,R'Belle - Bastille,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Redecan - Animal Rntz Redees Hemp'd,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Redecan - Cold Creek Kush Redees Hemp'd,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Redecan - Purple Churro Classique,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Saint-Laurent Cannabis - Holy Kush,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,San Rafael '71 - Chemango Kush,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,San Rafael '71 - Pink Kush,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,San Rafael '71 - Strawberry Sensi,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,San Rafael '71 - Tangerine Dream,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Sheeesh - Slush P,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Sheeesh - Trop Juice,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Shred - Bête de Diesel,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Shred - Citrique Électrique,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Shred Tubes - Toute Garnie,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Solei - Équilibre Pur,Mélange
Lévis - Président-Kennedy,34,Pré-Roulés,Sonique - Blue Monster,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Spinach - Spinach Vanilla Kush,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,T'es Dans L'Champ - Grasse Matinée,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Tam Tams - Honeysuckle Kush,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Terroir - Afghani,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Terroir - C99,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Tommy's Craft - Le Coup de Coeur de Tommy,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Tribal - Bubble Up,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Tribal - Cuban Linx,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Tribal - Gelato Mint,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Tribal - Neon Sunshine,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Twd. - Twd. Balanced,Hybride
Lévis - Président-Kennedy,34,Pré-Roulés,Vert - CBD OG Kush,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Vertical 7 - Purple Gushrs LSO,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Weed Me - Goliat,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Wio - Frozen Lemon Biologique,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Wio - Super Lemon Haze Biologique,Sativa
Lévis - Président-Kennedy,34,Pré-Roulés,Wô Là - Black Cherry Punch,Indica
Lévis - Président-Kennedy,34,Pré-Roulés,Wô Là - Ultra Sour,Sativa
Magog,28,Fleurs Séchées,1964 - Bleu Nuit,Sativa
Magog,28,Fleurs Séchées,1964 - Comatose,Indica
Magog,28,Fleurs Séchées,1964 - OG Kush,Indica
Magog,28,Fleurs Séchées,5 Points Cannabis - Blueberry Yum Yum,Sativa
Magog,28,Fleurs Séchées,5 Points Cannabis - Zsweet,Sativa
Magog,28,Fleurs Séchées,BLKMKT - LA WoMac,Indica
Magog,28,Fleurs Séchées,Back Forty - Fire Breath,Indica
Magog,28,Fleurs Séchées,Be Humble. - Découverte,Hybride
Magog,28,Fleurs Séchées,Big Bag O'Buds - Amnesia OG,Sativa
Magog,28,Fleurs Séchées,Blakh - H30 Haze,Sativa
Magog,28,Fleurs Séchées,Blakh - H30 Kush,Indica
Magog,28,Fleurs Séchées,Blanh - Blanh Hybride,Hybride
Magog,28,Fleurs Séchées,Blanh - Blanh Sativa,Sativa
Magog,28,Fleurs Séchées,Bleuh - H26 Indica,Indica
Magog,28,Fleurs Séchées,Bleuh - H26 Sativa,Sativa
Magog,28,Fleurs Séchées,Bleuh - Indic'once,Indica
Magog,28,Fleurs Séchées,Bold - Root Beer Float,Indica
Magog,28,Fleurs Séchées,Bud Lafleur - Banana Baby,Indica
Magog,28,Fleurs Séchées,Bud Lafleur - Banana Daddy,Indica
Magog,28,Fleurs Séchées,Bud Lafleur - Hollywood,Sativa
Magog,28,Fleurs Séchées,Bud Lafleur - Lava Cake,Indica
Magog,28,Fleurs Séchées,Bud Lafleur - Strawberry Bubbles,Sativa
Magog,28,Fleurs Séchées,Cannabiomedic - Juste CBD,Hybride
Magog,28,Fleurs Séchées,Cannabiomedic - Le Moitié Moitié,Hybride
Magog,28,Fleurs Séchées,Cannafrogs - ZeddyZ,Indica
Magog,28,Fleurs Séchées,Carmel Cannabis - Animal Face,Sativa
Magog,28,Fleurs Séchées,Carmel Cannabis - Kush Life,Indica
Magog,28,Fleurs Séchées,Carmel Cannabis - Zebra Stripes,Indica
Magog,28,Fleurs Séchées,Celebrity - Goofiez,Hybride
Magog,28,Fleurs Séchées,Cheers Cannabis - Chem Cookies #44,Indica
Magog,28,Fleurs Séchées,Cheers Cannabis - Pomelo Soda,Hybride
Magog,28,Fleurs Séchées,Cheers à Lise - Duo Sorbet Cerise et Lime,Mélange
Magog,28,Fleurs Séchées,Clair de Lune - Dark Shadow Haze,Sativa
Magog,28,Fleurs Séchées,Clair de Lune - GG,Hybride
Magog,28,Fleurs Séchées,Clem et Co - Apricot Cream and Cheese 1:1,Hybride
Magog,28,Fleurs Séchées,Clem et Co - Lab 101,Hybride
Magog,28,Fleurs Séchées,Clem et Co - Mango Fuel,Sativa
Magog,28,Fleurs Séchées,Cookies - Céréale à la Mode,Hybride
Magog,28,Fleurs Séchées,Cultures Chloris - LCP,Hybride
Magog,28,Fleurs Séchées,Cultures Chloris - RRW,Hybride
Magog,28,Fleurs Séchées,Cultures Chloris - Zombie Bride,Hybride
Magog,28,Fleurs Séchées,DLYS - Artisans,Hybride
Magog,28,Fleurs Séchées,Endo - Purple Mountain Majesty,Hybride
Magog,28,Fleurs Séchées,Figr - Jungle Fumes,Sativa
Magog,28,Fleurs Séchées,Fleurons - Herbes de Province,Indica
Magog,28,Fleurs Séchées,Fleurons - Menu Cantine,Indica
Magog,28,Fleurs Séchées,Fleurons - Menu Dessert,Sativa
Magog,28,Fleurs Séchées,Fleurs de Lise - Ben Trop,Hybride
Magog,28,Fleurs Séchées,Fleurs de Lise - L' Joe Louis,Hybride
Magog,28,Fleurs Séchées,Fleurs de Lise - L'Bon Voisin,Sativa
Magog,28,Fleurs Séchées,Fleurs de Lise - La Cerise sur le Funday,Sativa
Magog,28,Fleurs Séchées,Fleurs de Lise - Le Boss des Bécosses,Hybride
Magog,28,Fleurs Séchées,Fleurs de Lise - Le Passe Partout,Sativa
Magog,28,Fleurs Séchées,Full Sesh - Rockstar Tuna,Indica
Magog,28,Fleurs Séchées,Goldh - Kik Cola,Hybride
Magog,28,Fleurs Séchées,Good Supply - Grand Daddy Purps,Indica
Magog,28,Fleurs Séchées,Good Supply - Jean Guy,Sativa
Magog,28,Fleurs Séchées,Good Supply - Pineapple Express,Hybride
Magog,28,Fleurs Séchées,Good Supply - Sweet Berry Kush,Indica
Magog,28,Fleurs Séchées,Good Supply - Very Berry,Hybride
Magog,28,Fleurs Séchées,Green Joy - Grape Yogurt,Hybride
Magog,28,Fleurs Séchées,Green Joy - Lemon Pepper Punch,Sativa
Magog,28,Fleurs Séchées,Green Joy - Mango Cheese,Sativa
Magog,28,Fleurs Séchées,Hatrick - Meat Breath,Indica
Magog,28,Fleurs Séchées,Hexo - Lagune,Indica
Magog,28,Fleurs Séchées,Hexo - Lemon Haze,Sativa
Magog,28,Fleurs Séchées,Highly Dutch Organic - Amsterdam Sativa,Sativa
Magog,28,Fleurs Séchées,Homage - Citrus Tsunami,Sativa
Magog,28,Fleurs Séchées,Homage - Strawberry Lemonade,Sativa
Magog,28,Fleurs Séchées,Kokotte - Garlic Funk,Indica
Magog,28,Fleurs Séchées,Kokotte - Mango K,Sativa
Magog,28,Fleurs Séchées,La Voûte - Blueberry Kush,Indica
Magog,28,Fleurs Séchées,Le Malin Vert - Alien Kush AAA,Indica
Magog,28,Fleurs Séchées,Lot 420 - Gelato 33,Hybride
Magog,28,Fleurs Séchées,Lot 420 - Orange Cake,Hybride
Magog,28,Fleurs Séchées,MTL Cannabis - Jungl' Cake,Sativa
Magog,28,Fleurs Séchées,MTL Cannabis - Strawberry N' Mintz,Sativa
Magog,28,Fleurs Séchées,Maitri - Purple Mint Cake,Indica
Magog,28,Fleurs Séchées,Nueva+ - Rêve Lucide,Sativa
Magog,28,Fleurs Séchées,Nugz - Early Lemon Berry,Sativa
Magog,28,Fleurs Séchées,Nugz - Meat Pie,Indica
Magog,28,Fleurs Séchées,Nugz - Nugz Hybride,Hybride
Magog,28,Fleurs Séchées,Nugz - Nugz Sativa,Sativa
Magog,28,Fleurs Séchées,OMY - Kush Cookies,Indica
Magog,28,Fleurs Séchées,OMY - Mélange Indica,Indica
Magog,28,Fleurs Séchées,OMY - Royal Mauiberry,Hybride
Magog,28,Fleurs Séchées,OMY - Ça Sent l'Gaz,Indica
Magog,28,Fleurs Séchées,Orchid - CBD Runtz,Hybride
Magog,28,Fleurs Séchées,Original Stash - OS.130,Sativa
Magog,28,Fleurs Séchées,Ostara - Long Valley Legend,Hybride
Magog,28,Fleurs Séchées,Palmetto - Pineapple Upside Down CKE,Hybride
Magog,28,Fleurs Séchées,Pecko - Le P'tit Phéno CBD,Sativa
Magog,28,Fleurs Séchées,Pecko - Le P'tit Phéno Indica,Indica
Magog,28,Fleurs Séchées,Pecko - Mosa Evo Biologique,Indica
Magog,28,Fleurs Séchées,Pistol and Paris - Pink Panties,Indica
Magog,28,Fleurs Séchées,Promenade - Afghan Kush,Indica
Magog,28,Fleurs Séchées,Promenade - Berry Cream Puff,Sativa
Magog,28,Fleurs Séchées,Promenade - Cannatonic,Hybride
Magog,28,Fleurs Séchées,Promenade - Harlequin 1:1,Hybride
Magog,28,Fleurs Séchées,Promenade - Pennywise 1:1,Hybride
Magog,28,Fleurs Séchées,Promenade - Pine Tar Kush,Indica
Magog,28,Fleurs Séchées,Promenade - Sac Banane,Hybride
Magog,28,Fleurs Séchées,Promenade - Strawberry Cough,Sativa
Magog,28,Fleurs Séchées,Promenade - Sugar Cookies,Indica
Magog,28,Fleurs Séchées,Promenade - Tropicali 1:1,Sativa
Magog,28,Fleurs Séchées,Pure Laine - Island Pink Kush,Indica
Magog,28,Fleurs Séchées,Pure Laine - Mango Widow,Sativa
Magog,28,Fleurs Séchées,Pure Laine - Pineapple OG,Sativa
Magog,28,Fleurs Séchées,Pure Laine Cannabis - Gros Plaisirs,Hybride
Magog,28,Fleurs Séchées,Pure Laine Cannabis - Wedding Crasher,Hybride
Magog,28,Fleurs Séchées,Pure Trichomes x Velada - Painted Lady,Sativa
Magog,28,Fleurs Séchées,QcGoldtech - Pure Kush,Indica
Magog,28,Fleurs Séchées,R'Belle - Avignon,Indica
Magog,28,Fleurs Séchées,R'Belle - Bastille,Indica
Magog,28,Fleurs Séchées,R'Belle - Marseille,Sativa
Magog,28,Fleurs Séchées,R'Belle - Saint-Laurent,Indica
Magog,28,Fleurs Séchées,Redecan - Purple Churro,Sativa
Magog,28,Fleurs Séchées,Saint-Laurent Cannabis - Holy Kush,Indica
Magog,28,Fleurs Séchées,San Raf - Stink Biscuit,Indica
Magog,28,Fleurs Séchées,San Rafael '71 - Black Jelly,Sativa
Magog,28,Fleurs Séchées,San Rafael '71 - Pink Kush,Indica
Magog,28,Fleurs Séchées,San Rafael '71 - Strawberry Sensi,Sativa
Magog,28,Fleurs Séchées,San Rafael '71 - Tangerine Dream,Sativa
Magog,28,Fleurs Séchées,Seaweed - Red Velvet Ice Cream,Hybride
Magog,28,Fleurs Séchées,Sheeesh - Pure Michigan,Indica
Magog,28,Fleurs Séchées,Simply Bare - BC Bubba Pink Biologique,Indica
Magog,28,Fleurs Séchées,Simply Bare - BC Fire OG Biologique,Indica
Magog,28,Fleurs Séchées,Simply Bare - BC Frosted Fruit Cake Bio,Indica
Magog,28,Fleurs Séchées,Solei - Libérer,Sativa
Magog,28,Fleurs Séchées,Sonique - Cotton Candy,Hybride
Magog,28,Fleurs Séchées,Space Cannabis - Slurricane Mint,Hybride
Magog,28,Fleurs Séchées,Spinach - Spinach GMO Cookies,Indica
Magog,28,Fleurs Séchées,Spinach - Spinach Lemon Skunk,Sativa
Magog,28,Fleurs Séchées,Sumo - Mac Deluxe,Indica
Magog,28,Fleurs Séchées,Sumo - Papaya Bomb,Indica
Magog,28,Fleurs Séchées,Sumo - Tropical Splash,Indica
Magog,28,Fleurs Séchées,Sweetgrass Cannabis - Mint Chocolate Chip Biologique,Hybride
Magog,28,Fleurs Séchées,T'es Dans L'Champ - Aweille Réveille,Sativa
Magog,28,Fleurs Séchées,T'es Dans L'Champ - Dans le Divan,Indica
Magog,28,Fleurs Séchées,T'es Dans L'Champ - Grasse Matinée,Hybride
Magog,28,Fleurs Séchées,T'es Dans L'Champ - Ça Varie CBD,Hybride
Magog,28,Fleurs Séchées,Tam Tams - Blood Orange,Sativa
Magog,28,Fleurs Séchées,Tam Tams - Honeysuckle Kush,Indica
Magog,28,Fleurs Séchées,Tam Tams - Symphonie,Hybride
Magog,28,Fleurs Séchées,TerreBud - Iced Kush,Indica
Magog,28,Fleurs Séchées,TerreBud - Super Top Gun,Hybride
Magog,28,Fleurs Séchées,Terroir - Hybride 101,Hybride
Magog,28,Fleurs Séchées,Terroir - Painted Lady,Sativa
Magog,28,Fleurs Séchées,Terroir - Star d'un Soir,Sativa
Magog,28,Fleurs Séchées,The Loud Plug - Exotic Gas,Indica
Magog,28,Fleurs Séchées,Trailblazer - Apples & Cream,Sativa
Magog,28,Fleurs Séchées,Tribal - Bubble Up,Indica
Magog,28,Fleurs Séchées,Tribal - Cuban Linx,Hybride
Magog,28,Fleurs Séchées,Tribal - Gelato Mint,Indica
Magog,28,Fleurs Séchées,Tribal - Neon Sunshine,Hybride
Magog,28,Fleurs Séchées,Twd. - Twd. Balanced,Hybride
Magog,28,Fleurs Séchées,Tweed - Cherry Açai Mints,Hybride
Magog,28,Fleurs Séchées,Tweed - Duplex,Mélange
Magog,28,Fleurs Séchées,Tweed - Lemon Meringue Pie,Sativa
Magog,28,Fleurs Séchées,Uncommon Cannabis Co. - Rose Gold Pavé,Sativa
Magog,28,Fleurs Séchées,Vert - CBD OG Kush,Indica
Magog,28,Fleurs Séchées,Vert - L'Entre Deux,Hybride
Magog,28,Fleurs Séchées,Vertical 7 - Fruity Pebbles OG,Hybride
Magog,28,Fleurs Séchées,Vertical 7 - SuperBoof,Hybride
Magog,28,Fleurs Séchées,Wio - Super Lemon Haze Biologique,Sativa
Magog,28,Fleurs Séchées,Wio - Top Cola AAAA,Sativa
Magog,28,Fleurs Séchées,Wô Là - Black Cherry Punch,Indica
Magog,28,Fleurs Séchées,Wô Là - Ultra Jean-G,Sativa
Magog,28,Fleurs Séchées,XoPro - Time Wreck,Sativa
Magog,28,Haschich,1964 - Haschich Libanais,Dérivés
Magog,28,Haschich,5 Points Cannabis - Hasch de Zsweet,Dérivés
Magog,28,Haschich,Be Humble. - Hasch de Raisins,Dérivés
Magog,28,Haschich,Blanh - Style 1980,Dérivés
Magog,28,Haschich,Blanh - Style Afghan,Dérivés
Magog,28,Haschich,Blee Extraits - Haschich Vieilli Style MTL,Dérivés
Magog,28,Haschich,Bleuh - H29 Old School,Dérivés
Magog,28,Haschich,Bleuh Light - H4 Old School,Dérivés
Magog,28,Haschich,Fleurs de Lise - Attache ta Tuque,Dérivés
Magog,28,Haschich,Fleurs de Lise - Tire-Toi une Bûche,Dérivés
Magog,28,Haschich,Grand Royal - Grand Royal Hash P Marker,Dérivés
Magog,28,Haschich,Hexo - Hasch Atlantide,Dérivés
Magog,28,Haschich,Lot 420 - Le Bloc 33,Dérivés
Magog,28,Haschich,MTL Cannabis - Sage N' Sour Haschich,Dérivés
Magog,28,Haschich,MTL Cannabis - Wes' Coast Kush,Dérivés
Magog,28,Haschich,Nordique Royale - Afghan Gold,Dérivés
Magog,28,Haschich,Nordique Royale - Rockstar,Dérivés
Magog,28,Haschich,Nugz - Drip N' Jiggle Old School,Dérivés
Magog,28,Haschich,Nugz - Galactic Brger Old School Hash,Dérivés
Magog,28,Haschich,Nugz - Ice Water Hash,Dérivés
Magog,28,Haschich,Nugz - Old School Hash,Dérivés
Magog,28,Haschich,OMY - Crumbled Lime Style Pressé,Dérivés
Magog,28,Haschich,Ouh La La - Pépites,Dérivés
Magog,28,Haschich,R'Belle - Louvre,Dérivés
Magog,28,Haschich,ShredX Rip Strip Hash - Citrique Électrique,Dérivés
Magog,28,Haschich,Tam Tams - Honeydew Melon,Dérivés
Magog,28,Haschich,Tam Tams - Tropical Milk,Dérivés
Magog,28,Haschich,Terroir - Hash Painted Lady,Dérivés
Magog,28,Haschich,Terroir - Royal Gorilla,Dérivés
Magog,28,Haschich,Terroir - Sour Bread,Dérivés
Magog,28,Haschich,Tremblant Cannabis - Haschich,Dérivés
Magog,28,Haschich,Vert - Hachisch Afghan Équilibré,Dérivés
Magog,28,Haschich,Wô Là par Tremblant Hasch - Haschich Pressé,Dérivés
Magog,28,Haschich,XK - Haschtag Classique,Dérivés
Magog,28,Haschich,XK - Haschtag Hash de Noé,Dérivés
Magog,28,Moulu,Bleuh Light - CBD à la Lime,Hybride
Magog,28,Moulu,Grindh - H27 Indica,Indica
Magog,28,Moulu,Grindh - H27 Sativa,Sativa
Magog,28,Moulu,Irony - Mouture 2.0,Hybride
Magog,28,Moulu,La Batch - Citron XXX,Mélange
Magog,28,Moulu,Pure Laine Cannabis - La Moulinette,Mélange
Magog,28,Moulu,Saturday - Tropical and Twisted,Mélange
Magog,28,Moulu,Shred - Citrique électrique,Sativa
Magog,28,Moulu,Sumo - Citron Atomique,Indica
Magog,28,Moulu,XK - MiXK,Mélange
Magog,28,Pré-Roulés,1964 - Bleu Nuit,Sativa
Magog,28,Pré-Roulés,5 Points Cannabis - Le Coffret 5 Points,Mélange
Magog,28,Pré-Roulés,5 Points Cannabis - Purple Haze,Sativa
Magog,28,Pré-Roulés,514 - Sativa X30,Sativa
Magog,28,Pré-Roulés,7ACRES - Jack Haze,Sativa
Magog,28,Pré-Roulés,BLKMKT - LA WoMac,Indica
Magog,28,Pré-Roulés,Back Forty - Fire Breath,Indica
Magog,28,Pré-Roulés,Back Forty - Wedding Pie,Indica
Magog,28,Pré-Roulés,Blakh - H30 Haze,Sativa
Magog,28,Pré-Roulés,Blanh - Blanh Sativa,Sativa
Magog,28,Pré-Roulés,Bleuh - Drette Indica,Indica
Magog,28,Pré-Roulés,Bold - Lemon Sour Diesel,Sativa
Magog,28,Pré-Roulés,Bud Lafleur - Banana Daddy,Indica
Magog,28,Pré-Roulés,Bud Lafleur - Moby Dick,Hybride
Magog,28,Pré-Roulés,Canaca - Explosion de Fruits,Sativa
Magog,28,Pré-Roulés,Carmel Cannabis - Animal Face,Sativa
Magog,28,Pré-Roulés,Carmel Cannabis - Kush Life,Indica
Magog,28,Pré-Roulés,Clem et Co - Apricot Cream and Cheese 1:1,Hybride
Magog,28,Pré-Roulés,Color Cannabis - Blueberry Seagal,Indica
Magog,28,Pré-Roulés,Color Cannabis - Mango Haze,Hybride
Magog,28,Pré-Roulés,Cultures Chloris - LCP,Hybride
Magog,28,Pré-Roulés,DLYS - Artisans,Hybride
Magog,28,Pré-Roulés,Daily Special - Sativa Js,Sativa
Magog,28,Pré-Roulés,Fleurons - Méchant Pétard,Indica
Magog,28,Pré-Roulés,Fleurs de Lise - La Cerise sur le Funday,Sativa
Magog,28,Pré-Roulés,Fleurs de Lise - Le Passe Partout,Sativa
Magog,28,Pré-Roulés,Good Supply - Jean Guy,Sativa
Magog,28,Pré-Roulés,Green Joy - Lemon Pepper Punch,Sativa
Magog,28,Pré-Roulés,Green Joy - Mango Cheese,Sativa
Magog,28,Pré-Roulés,Grindh - H27 Sativa,Sativa
Magog,28,Pré-Roulés,Groupe SûrNaturel - Velvet Punch Haze,Hybride
Magog,28,Pré-Roulés,Irony - Blueberry Muffin,Indica
Magog,28,Pré-Roulés,Irony - Candyland,Sativa
Magog,28,Pré-Roulés,Irony - Petit-Pétard,Mélange
Magog,28,Pré-Roulés,Irony - Pillage de Trésors,Indica
Magog,28,Pré-Roulés,Irony - Trio Beau-Pétard,Mélange
Magog,28,Pré-Roulés,La Plogue - Sour Grape,Hybride
Magog,28,Pré-Roulés,LaHoja - Grape Octane,Indica
Magog,28,Pré-Roulés,Lunaire - Les Gros CBDs,Hybride
Magog,28,Pré-Roulés,MTL Cannabis - Strawberry N' Mintz,Sativa
Magog,28,Pré-Roulés,MTL Cannabis - Wes' Coast Kush,Indica
Magog,28,Pré-Roulés,Nueva+ - Banane Plantée,Sativa
Magog,28,Pré-Roulés,Nueva+ - Complice,Hybride
Magog,28,Pré-Roulés,Nueva+ - La Copine,Sativa
Magog,28,Pré-Roulés,Nueva+ - Le Fameux,Sativa
Magog,28,Pré-Roulés,Nueva+ - Rêve Lucide,Sativa
Magog,28,Pré-Roulés,Nugz - Early Lemon Berry,Sativa
Magog,28,Pré-Roulés,Nugz - Nugz Wrap Indica,Indica
Magog,28,Pré-Roulés,Nugz - Nugz Wrap Sativa,Sativa
Magog,28,Pré-Roulés,OMY - Skunk Muffinz,Hybride
Magog,28,Pré-Roulés,Ono Cannabis - Ono Astrono,Sativa
Magog,28,Pré-Roulés,Ono Cannabis - Ono Kongz,Indica
Magog,28,Pré-Roulés,Ono Cannabis - Ono Planet of the grapes,Indica
Magog,28,Pré-Roulés,Orchid - CBD Runtz,Hybride
Magog,28,Pré-Roulés,Pecko - Death Bubba Biologique,Indica
Magog,28,Pré-Roulés,Promenade - Blue Dream,Sativa
Magog,28,Pré-Roulés,Promenade - Pink God,Indica
Magog,28,Pré-Roulés,Pure Laine - Pineapple OG,Sativa
Magog,28,Pré-Roulés,Pure Laine Cannabis - Special Haze,Sativa
Magog,28,Pré-Roulés,Pure Laine Cannabis - Suzettes,Mélange
Magog,28,Pré-Roulés,Pure Trichomes - Skunkcussion,Sativa
Magog,28,Pré-Roulés,R'Belle - Bastille,Indica
Magog,28,Pré-Roulés,Redecan - Animal Rntz Redees Hemp'd,Indica
Magog,28,Pré-Roulés,Redecan - Cold Creek Kush Redees Hemp'd,Sativa
Magog,28,Pré-Roulés,Redecan - Purple Churro Classique,Sativa
Magog,28,Pré-Roulés,San Rafael '71 - Chemango Kush,Indica
Magog,28,Pré-Roulés,San Rafael '71 - Pink Kush,Indica
Magog,28,Pré-Roulés,San Rafael '71 - Strawberry Sensi,Sativa
Magog,28,Pré-Roulés,San Rafael '71 - Tangerine Dream,Sativa
Magog,28,Pré-Roulés,Sheeesh - Slush P,Hybride
Magog,28,Pré-Roulés,Sheeesh - Trop Juice,Hybride
Magog,28,Pré-Roulés,Shred - Bête de Diesel,Indica
Magog,28,Pré-Roulés,Shred - Citrique Électrique,Sativa
Magog,28,Pré-Roulés,Shred Tubes - Toute Garnie,Hybride
Magog,28,Pré-Roulés,Solei - Équilibre Pur,Mélange
Magog,28,Pré-Roulés,Sonique - Blue Monster,Indica
Magog,28,Pré-Roulés,Spinach - Spinach Vanilla Kush,Indica
Magog,28,Pré-Roulés,T'es Dans L'Champ - Grasse Matinée,Hybride
Magog,28,Pré-Roulés,Tam Tams - Honeysuckle Kush,Indica
Magog,28,Pré-Roulés,Terroir - Afghani,Indica
Magog,28,Pré-Roulés,Terroir - C99,Sativa
Magog,28,Pré-Roulés,Tommy's Craft - Le Coup de Coeur de Tommy,Hybride
Magog,28,Pré-Roulés,Tribal - Bubble Up,Indica
Magog,28,Pré-Roulés,Tribal - Cuban Linx,Hybride
Magog,28,Pré-Roulés,Tribal - Gelato Mint,Indica
Magog,28,Pré-Roulés,Tribal - Neon Sunshine,Hybride
Magog,28,Pré-Roulés,Twd. - Twd. Balanced,Hybride
Magog,28,Pré-Roulés,Vert - CBD OG Kush,Indica
Magog,28,Pré-Roulés,Vertical 7 - Purple Gushrs LSO,Sativa
Magog,28,Pré-Roulés,Weed Me - Goliat,Sativa
Magog,28,Pré-Roulés,Wio - Frozen Lemon Biologique,Sativa
Magog,28,Pré-Roulés,Wio - Super Lemon Haze Biologique,Sativa
