Request_ID,Sample_Received_Date,Number_of_Tests,Test_Type,Test_Names,Final_CofA_Date,Revenue
1182bb77-63ef-4c0a-b374-8fa67e8b63b5,04/04/2024,9,Microbiology,"Clostridium perfringens, Heterotrophic Plate Count, E. coli, Enterococci, Total Coliforms, Giardia, Pseudomonas aeruginosa, Fecal Streptococci, Legionella",04/22/2024,788.73
f112b31a-de20-4429-b731-f5e383336c28,03/27/2025,10,Microbiology,"Fecal Streptococci, E. coli, Clostridium perfringens, Giardia, Enterococci, Total Coliforms, Heterotrophic Plate Count, Cryptosporidium, Pseudomonas aeruginosa, Legionella",04/08/2025,1081.88
f7a8d281-7e08-4a0e-9a93-1d7d551902c5,04/07/2025,9,Chemistry,"Turbidity, Chloride, TOC, Hardness, pH, Sulfate, Heavy Metals, Nitrate, Phosphate",NaN,1206.93
38896614-f85a-4a34-847e-ef55c9d78ec4,04/05/2024,9,Chemistry,"Phosphate, Sulfate, Turbidity, TOC, pH, Chloride, Nitrate, Heavy Metals, Alkalinity",04/14/2024,1663.8
4557d313-85c3-4015-87d2-821cba71741d,08/17/2023,8,Chemistry,"Alkalinity, Nitrate, Heavy Metals, Phosphate, Hardness, pH, Turbidity, TOC",09/14/2023,1705.12
02887ae6-d155-4834-8cf1-6e95045e83a5,02/20/2024,2,Chemistry,"Hardness, Turbidity",03/19/2024,359.62
b1cdf484-1bdf-4aa8-a114-1941dbc6b949,02.24.2023,4,Chemistry,"Turbidity, Sulfate, Alkalinity, Hardness",03/01/2023,696.38
92129aa5-4b9b-4b88-abbc-97f50c489f36,02/23/2025,8,Microbiology,"Enterococci, E. coli, Pseudomonas aeruginosa, Heterotrophic Plate Count, Total Coliforms, Clostridium perfringens, Giardia, Legionella",03/14/2025,1447.34
1b8c2539-ce84-485c-934f-68daa38921a6,05/19/2024,1,Chemistry,Hardness,05/22/2024,NaN
2890a4bc-f052-4001-82c5-ca06285d998f,07/05/2023,1,Microbiology,Clostridium perfringens,07/30/2023,NaN
3a1bafbc-987e-4179-abbc-1feeba70bfaa,08/31/2023,3,Microbiology,"Cryptosporidium, Total Coliforms, Enterococci",09/25/2023,538.36
a531782c-53fe-45aa-8b3a-8d3da6b8b3f1,05/22/2024,9,Chemistry,"Chloride, Alkalinity, pH, TOC, Sulfate, Nitrate, Heavy Metals, Turbidity, Phosphate",06/06/2024,846.67
365aeb8d-e73f-44e6-9cc2-39df3843f0ba,03/31/2023,1,Microbiology,Clostridium perfringens,04/15/2023,111.98
dbad68e3-9ab6-4a31-8da3-7c224af9a874,02/17/2025,4,Microbiology,"Cryptosporidium, Clostridium perfringens, Total Coliforms, Heterotrophic Plate Count",03/15/2025,1079.43
77150b36-5fe4-40bb-9b38-986a68cc25a0,03/28/2025,2,Chemistry,"Hardness, Turbidity",04/16/2025,314.03
388afe02-863b-4a89-9faa-645ac0c53a1b,01/26/2025,1,Chemistry,Phosphate,02/02/2025,213.48
afe6106c-9757-4fba-86d5-f791df85014f,08/21/2023,3,Microbiology,"Giardia, Legionella, Clostridium perfringens",08/25/2023,555.23
6c9bffbd-dcb4-483c-975d-3e3c787a0168,03/02/2024,7,Chemistry,"Heavy Metals, Chloride, Phosphate, Sulfate, pH, Hardness, Turbidity",03/12/2024,585.83
9901bd86-b0a2-4b59-af83-3f542017ed74,06/23/2024,3,Chemistry,"TOC, Sulfate, pH",07/21/2024,NaN
6b020bc2-585d-4a91-85f8-94294f7b4841,01/29/2023,10,Chemistry,"Phosphate, Heavy Metals, pH, Nitrate, Hardness, Turbidity, Chloride, Sulfate, Alkalinity, TOC",02/15/2023,1827.27
ee695bde-53af-4d0d-9ba4-ef22a162e33e,08/12/2023,1,Chemistry,Nitrate,09/01/2023,220.94
4e8597c1-65f2-44c4-a6d2-02fdf4f0b576,02/24/2023,3,Microbiology,"Cryptosporidium, Pseudomonas aeruginosa, Enterococci",03/25/2023,617.26
a2f2a690-f67c-4377-b8ad-ee7a8072ba25,09/08/2024,4,Chemistry,"pH, Turbidity, Heavy Metals, Nitrate",09/17/2024,552.73
fdb07842-3b73-462b-a6e4-67464ea224eb,08/05/2024,1,Microbiology,Total Coliforms,08/31/2024,168.62
91d2022e-e9fe-4eeb-b5b5-133a41dca34a,07/30/2023,2,Chemistry,"Sulfate, Hardness",08/10/2023,381.73
08c456bc-7638-4327-a185-e3c221201f93,11/17/2023,4,Chemistry,"Phosphate, Alkalinity, Hardness, Nitrate",12/14/2023,784.74
28334487-fcd9-4ba0-bc50-22fccb01b1ac,08/23/2023,10,Microbiology,"Total Coliforms, Fecal Streptococci, Cryptosporidium, Legionella, Heterotrophic Plate Count, Pseudomonas aeruginosa, E. coli, Giardia, Clostridium perfringens, Enterococci",08/26/2023,2764.53
dd984ced-20be-49c3-a84c-5ae44b318abe,09/03/2023,2,Chemistry,"TOC, Turbidity",09/10/2023,455.6
e9010980-2ca8-44db-b54b-5dadb9538621,12/03/2023,6,Chemistry,"Phosphate, TOC, Heavy Metals, Hardness, Nitrate, Sulfate",12/08/2023,1007.2
58c4ed0f-b914-437d-ba0d-0b2b730b3d3b,02/16/2024,2,Microbiology,"Heterotrophic Plate Count, Pseudomonas aeruginosa",03/15/2024,584.63
509aa7ff-b335-4feb-906a-e0dbf39329d5,09/30/2023,4,Chemistry,"Phosphate, Sulfate, TOC, Hardness",10/05/2023,434.57
a5d768ec-af38-4390-8c2a-1e8431c0d93f,01/15/2025,5,Microbiology,"Pseudomonas aeruginosa, Enterococci, Cryptosporidium, Clostridium perfringens, Heterotrophic Plate Count",02/13/2025,560.21
19e40957-3e47-4cf4-b477-3f401bd68f12,04/09/2025,4,Microbiology,"Fecal Streptococci, Giardia, Cryptosporidium, Heterotrophic Plate Count",05/02/2025,537.07
cd1a08d4-1335-4107-966c-ab2413202aba,06/21/2024,10,Microbiology,"Legionella, Fecal Streptococci, Total Coliforms, Enterococci, Cryptosporidium, Giardia, Pseudomonas aeruginosa, Heterotrophic Plate Count, Clostridium perfringens, E. coli",07/18/2024,2525.35
e997c6ff-8a04-4877-8638-fed95014f986,13-08-2023,1,Chemistry,TOC,09/02/2023,215.45
ea195232-c3cd-4325-a54d-940eafb72782,02/05/2025,8,Chemistry,"Sulfate, TOC, Phosphate, Nitrate, Turbidity, Hardness, pH, Heavy Metals",02/09/2025,2158.68
315014ad-4402-4ee0-96ab-42619fdb0a2a,12/29/2024,7,chemistry,"TOC, pH, Nitrate, Phosphate, Alkalinity, Hardness, Chloride",NaN,1917.33
ef4baf0a-d89d-4066-aadd-dd3d676470cb,09/15/2023,6,Chemistry,"Alkalinity, Hardness, TOC, Nitrate, Phosphate, pH",09/18/2023,892.88
53a22d0d-e8f4-403d-ad89-23e821e98958,05/05/2023,1,Chemistry,Nitrate,05/26/2023,205.6
3d2093f1-9af2-4d71-b0be-a54cac6cfa74,02/27/2024,3,Microbiology,"Cryptosporidium, E. coli, Total Coliforms",03/10/2024,863.27
402a120b-fc61-43d8-b0cc-7096039f250d,09/11/2023,3,Chemistry,"Phosphate, Turbidity, pH",10/11/2023,297.12
279609a1-b1c7-4974-a3ce-8d54e6b6b898,03.23.2023,9,Microbiology,"Clostridium perfringens, Heterotrophic Plate Count, Pseudomonas aeruginosa, Enterococci, Legionella, Fecal Streptococci, Total Coliforms, E. coli, Cryptosporidium",04/18/2023,1242.18
53442280-f2fd-4944-9c82-575185790cec,10/18/2023,8,Chemistry,NaN,11/16/2023,1718.48
7632bd7c-d7ba-4403-b3b3-44d8ec2931e5,05/25/2023,6,Chemistry,"Nitrate, Heavy Metals, pH, Sulfate, TOC, Phosphate",06/04/2023,1475.4
35c7af5b-ce7f-48b7-a9c2-15a07d6d9e3f,06/30/2023,4,Microbiology,"Total Coliforms, Heterotrophic Plate Count, E. coli, Giardia",07/06/2023,342.9
df571dad-13df-468e-ab23-a87bfd651134,07/11/2024,3,Chemistry,"Phosphate, TOC, Nitrate",08/07/2024,840.64
22d9a03b-67e6-4840-8ea6-c47a9c0094e2,03/14/2025,5,Chemistry,"Alkalinity, Chloride, Hardness, Sulfate, Heavy Metals",03/25/2025,683.54
feddbba9-8820-4284-a5a9-fea095e47c20,12/12/2024,4,Chemistry,"Hardness, pH, Alkalinity, Nitrate",12/16/2024,817.39
8b0654ae-fcc0-4441-bab5-a2027692a04b,04/23/2023,7,Microbiology,"Clostridium perfringens, Legionella, Fecal Streptococci, E. coli, Heterotrophic Plate Count, Cryptosporidium, Enterococci",05/20/2023,1779.85
2911b4f4-971a-48d3-b139-5aa88bd0a07e,07/28/2024,4,Chemistry,"Sulfate, Chloride, TOC, Nitrate",08/18/2024,1189.94
48f38a29-88e4-4f26-8f58-ecc8da7587a1,03/08/2024,10,Microbiology,"Giardia, E. coli, Fecal Streptococci, Pseudomonas aeruginosa, Total Coliforms, Enterococci, Clostridium perfringens, Heterotrophic Plate Count, Cryptosporidium, Legionella",03/21/2024,2662.94
a2a2a518-604b-4818-addf-a7894a128291,11/28/2023,6,Microbiology,"Clostridium perfringens, Giardia, Total Coliforms, E. coli, Enterococci, Cryptosporidium",12/13/2023,963.46
fdbbf717-fc65-46c9-a9ba-b945cf9535f7,08/20/2023,4,Chemistry,"Sulfate, Heavy Metals, Chloride, Nitrate",08/23/2023,1167.67
9d92aaca-0886-4eae-8ecc-6befd67a74b0,03/27/2025,3,Chemistry,"Hardness, Turbidity, pH",04/23/2025,432.65
4ef83568-cc4d-4e2f-a67a-fe3f8b19f230,11/16/2023,4,Chemistry,"Hardness, pH, Phosphate, Alkalinity",11/24/2023,754.57
6998bc47-ff2a-468d-8c5b-66df7f270966,01/21/2025,6,Chemistry,"Nitrate, Sulfate, Phosphate, TOC, Chloride, pH",02/09/2025,842.49
4ee52cfa-1e88-4340-9eb3-124a2624ad3e,11/07/2024,6,Microbiology,"Fecal Streptococci, Heterotrophic Plate Count, Pseudomonas aeruginosa, E. coli, Cryptosporidium, Giardia",11/12/2024,688.24
b0761b8b-29f7-42bf-8cbe-db2cbbf86d68,03/28/2025,2,Chemistry,"Alkalinity, TOC",04/26/2025,329.92
bb6dca4c-48db-49ca-8186-3f1375442237,04/23/2023,9,Microbiology,"Giardia, Heterotrophic Plate Count, Cryptosporidium, Clostridium perfringens, Legionella, Fecal Streptococci, E. coli, Enterococci, Total Coliforms",05/11/2023,2102.16
9b065bf9-7290-4330-a08c-d6bc8767125d,02/12/2025,2,Microbiology,"Legionella, Enterococci",02/22/2025,277.82
62d00f8a-48e4-45c6-b13d-3484cb043e4f,10/16/2023,9,Chemistry,"Chloride, Heavy Metals, Phosphate, Nitrate, pH, Hardness, Sulfate, TOC, Alkalinity",11/07/2023,2525.13
36c0ab10-a2d9-4a4b-acff-f0f2d801aebc,02/13/2025,6,Chemistry,"Heavy Metals, Hardness, TOC, Phosphate, Alkalinity, Sulfate",03/01/2025,10000
3736485b-6447-4ed1-8895-ea3cb9f14cc8,07/09/2023,6,Chemistry,NaN,08/07/2023,1661.27
dfd54bbe-a190-4370-958c-345d8f5a9fea,04/19/2025,2,Chemistry,"Heavy Metals, Chloride",NaN,455.36
e8c0324b-f803-4bc1-9497-aae87daa1ab9,05/25/2024,8,Microbiology,"E. coli, Clostridium perfringens, Heterotrophic Plate Count, Pseudomonas aeruginosa, Giardia, Legionella, Fecal Streptococci, Cryptosporidium",05/29/2024,833.19
04ac9559-a251-4ec9-a8cb-f449d2dda061,02.02.2024,1,Chemistry,Turbidity,02/08/2024,222.85
a1078fd3-fe45-47f3-8fa2-0c0f2f5ac7ae,01/31/2024,8,Microbiology,"Heterotrophic Plate Count, Total Coliforms, Cryptosporidium, Pseudomonas aeruginosa, Clostridium perfringens, Enterococci, Legionella, Giardia",02/18/2024,1173.99
2e8fe7d1-b083-4862-b89b-961e66d95e4e,10/24/2023,1,Chemistry,Phosphate,11/01/2023,205.22
ab74231f-23ad-43dc-ae72-bfa76de578ab,09/28/2024,5,Chemistry,"Hardness, Heavy Metals, Chloride, Nitrate, Turbidity",10/03/2024,887.37
8dab9ffe-9f46-42c9-93e0-caae7be3342d,11/17/2024,1,Chemistry,Chloride,12/09/2024,103.2
f7d850d8-b6a6-4b76-8ecc-9630091447b5,03/17/2023,10,Chemistry,"Turbidity, TOC, Sulfate, pH, Nitrate, Alkalinity, Phosphate, Heavy Metals, Chloride, Hardness",04/13/2023,2331.66
60802c46-7dab-41fc-893d-f080efb35b26,06/15/2024,2,Microbiology,"Enterococci, Cryptosporidium",07/10/2024,537.84
7a8f3024-ffce-4a32-a5d7-87883afda8f5,07/23/2024,8,Chemistry,"pH, Alkalinity, Sulfate, TOC, Phosphate, Turbidity, Nitrate, Heavy Metals",08/16/2024,1044.28
7ddee272-a2ce-486f-acf7-df3ac99a7f8d,05/11/2024,6,Microbiology,"Clostridium perfringens, Giardia, Pseudomonas aeruginosa, E. coli, Heterotrophic Plate Count, Total Coliforms",05/30/2024,1544.35
2beb93a2-137a-44b5-a48b-aaef787c3a2d,03/06/2024,1,Chemistry,NaN,03/19/2024,190.55
2032778d-dd3a-4e4d-b1cb-d887355e078f,06/03/2023,7,Chemistry,"Alkalinity, Hardness, pH, Chloride, Turbidity, Nitrate, Phosphate",06/29/2023,1048.25
33b98bfd-643a-4a22-9d75-eecdf1ab623d,05/27/2024,2,Microbiology,"E. coli, Heterotrophic Plate Count",06/22/2024,573.5
45e72124-86cf-4ad2-98c5-bf51ea5a6e9f,05/06/2024,8,Chemistry,"TOC, Heavy Metals, Nitrate, Phosphate, Alkalinity, Hardness, Sulfate, pH",05/21/2024,1296.74
b0e130dc-e73c-47c7-bce6-003f01605e21,06/17/2023,5,Chemistry,"Phosphate, Nitrate, Alkalinity, Turbidity, Heavy Metals",07/08/2023,433.8
26213fe1-e29e-4fa3-a339-b29ace5750c4,05/29/2024,7,Chemistry,"Sulfate, Heavy Metals, Nitrate, Alkalinity, Hardness, Turbidity, Chloride",06/05/2024,1291.86
84b35acf-0028-466f-ae1c-a263fee4ba59,08/11/2024,9,Chemistry,"Phosphate, Sulfate, Hardness, pH, Nitrate, TOC, Turbidity, Alkalinity, Heavy Metals",09/04/2024,1308.83
29105a85-ad47-49ac-851b-04dbe539f13d,09/21/2023,7,Chemistry,"Chloride, TOC, Turbidity, Sulfate, Hardness, pH, Nitrate",10/05/2023,1884.62
e62e88b3-9cd1-4bfa-8627-452914ede2c3,12/17/2024,9,Chemistry,"Chloride, Hardness, TOC, Sulfate, Nitrate, pH, Phosphate, Alkalinity, Heavy Metals",12/27/2024,1184.74
01b4c470-710b-4fc3-b37c-1478e73caef1,06/21/2024,4,Microbiology,"Clostridium perfringens, Legionella, Enterococci, Total Coliforms",07/01/2024,364.43
0b8c6797-482c-4a0d-9f5d-67aa104d2d18,11/04/2024,9,Chemistry,"Sulfate, Chloride, pH, Phosphate, Turbidity, Alkalinity, Hardness, Nitrate, Heavy Metals",11/12/2024,1145.66
f2efb4ef-b849-44ba-baa0-c8fff64f3533,06/23/2024,4,Microbiology,"Pseudomonas aeruginosa, Cryptosporidium, Enterococci, E. coli",07/02/2024,835.53
be5ecfc6-1fad-4513-bc63-d1dc1138eef7,10/27/2024,5,Microbiology,"Total Coliforms, Pseudomonas aeruginosa, Enterococci, Giardia, Fecal Streptococci",11/03/2024,660.87
629c4a74-6483-452b-b710-80be206bb1eb,12/16/2023,2,Microbiology,"E. coli, Enterococci",12/29/2023,430.86
f9a29f90-2e51-4aa2-b309-dd03f83a2d69,03/02/2025,5,Chemistry,"Phosphate, Nitrate, Hardness, Sulfate, Turbidity",03/26/2025,1265.68
aefe5db0-6989-442c-8706-15cdc2c7c7d1,01/25/2025,5,Chemistry,"Chloride, Alkalinity, Nitrate, Hardness, Heavy Metals",01/30/2025,902.95
841b3709-128d-4b4b-a432-3961b1129397,03/06/2023,1,Microbiology,Giardia,03/12/2023,139.39
c6431cf3-8bfa-48cb-90a2-17066b86f2fe,07/22/2023,8,Microbiology,"E. coli, Giardia, Cryptosporidium, Total Coliforms, Enterococci, Pseudomonas aeruginosa, Heterotrophic Plate Count, Fecal Streptococci",NaN,2234.42
7803e5a0-8d7e-4278-9a18-a7ff16e55a41,03/26/2024,5,Microbiology,"Fecal Streptococci, Pseudomonas aeruginosa, Heterotrophic Plate Count, Enterococci, Clostridium perfringens",04/04/2024,1397.47
6f41b1a1-1a9c-4233-904e-85d93a23244b,08/16/2023,1,Microbiology,Fecal Streptococci,08/31/2023,186.01
195ada78-1bf5-4278-8943-1362076208f3,12/10/2024,6,Microbiology,"Cryptosporidium, Giardia, Clostridium perfringens, E. coli, Pseudomonas aeruginosa, Legionella",01/03/2025,532.42
2a90d777-9545-4e5a-921b-bed54841a942,06/06/2024,10,Microbiology,"Giardia, Heterotrophic Plate Count, Enterococci, Fecal Streptococci, Legionella, Clostridium perfringens, Cryptosporidium, E. coli, Pseudomonas aeruginosa, Total Coliforms",06/12/2024,2509.91
e3d94014-a298-408c-8917-dad096583096,08/11/2024,3,Chemistry,"Phosphate, pH, TOC",08/27/2024,810.49
9926a542-8bb1-4c98-88de-873eb685e5cf,10/26/2024,8,Microbiology,"Heterotrophic Plate Count, Total Coliforms, Cryptosporidium, Pseudomonas aeruginosa, E. coli, Clostridium perfringens, Fecal Streptococci, Enterococci",11/14/2024,NaN
7e6daf58-f9e8-4d0e-bd4d-cfe740d92bb7,08/07/2024,9,Microbiology,"Pseudomonas aeruginosa, Heterotrophic Plate Count, Cryptosporidium, Giardia, E. coli, Clostridium perfringens, Total Coliforms, Legionella, Enterococci",09/05/2024,2009.83
fecc2598-0f9d-414f-9e05-6d1d23b53b58,12/25/2023,2,Chemistry,NaN,01/24/2024,NaN
f3508336-b8f0-43a4-b22c-996026e27ee0,07/30/2023,7,Microbiology,"Clostridium perfringens, Cryptosporidium, Total Coliforms, Legionella, E. coli, Fecal Streptococci, Pseudomonas aeruginosa",08/19/2023,1755.62
038c54b9-5e71-45dd-b4ca-0d626d4470d3,03/31/2024,6,Microbiology,"Heterotrophic Plate Count, Giardia, Fecal Streptococci, Clostridium perfringens, Total Coliforms, E. coli",04/30/2024,745.87
d981ccd9-6240-4039-b7a2-6130bfc034e2,03/13/2024,5,Microbiology,"Legionella, Heterotrophic Plate Count, Pseudomonas aeruginosa, Clostridium perfringens, Total Coliforms",04/07/2024,533.46
9767bead-b49a-4523-bc3d-793aef29354f,08/28/2024,9,Microbiology,"Enterococci, Fecal Streptococci, Cryptosporidium, E. coli, Giardia, Total Coliforms, Heterotrophic Plate Count, Pseudomonas aeruginosa, Clostridium perfringens",NaN,1721.0
310d71da-672a-472b-8769-67bc67f13460,05/01/2023,8,Chemistry,"Heavy Metals, pH, Phosphate, Chloride, Alkalinity, Turbidity, TOC, Nitrate",05/15/2023,852.81
a803d60c-3cf6-4120-bbeb-105677bf5f3a,09/25/2024,1,Microbiology,Enterococci,10/06/2024,280.54
9dab98aa-093e-4e0f-b1c1-d4368d3e6c02,09/25/2024,7,Microbiology,"E. coli, Legionella, Cryptosporidium, Fecal Streptococci, Pseudomonas aeruginosa, Total Coliforms, Giardia",10/16/2024,1525.55
1cbb709f-28b7-42a0-9c2e-b3c33948a1b9,02/28/2023,6,Chemistry,"TOC, Sulfate, Alkalinity, Heavy Metals, pH, Nitrate",03/17/2023,NaN
8f253a69-06f6-480e-b7fc-a8b05878aa56,05/19/2023,10,Chemistry,"Chloride, Alkalinity, Heavy Metals, Turbidity, TOC, Hardness, Nitrate, Sulfate, pH, Phosphate",06/08/2023,2872.3
38e58a64-65df-4b9e-8f42-9dd9f4c1f397,06/13/2024,8,Microbiology,"Giardia, Total Coliforms, Clostridium perfringens, E. coli, Cryptosporidium, Enterococci, Legionella, Fecal Streptococci",07/10/2024,1116.34
a504b29e-a603-4f29-a930-7c4f03ebf7dd,10/15/2024,4,Chemistry,"Turbidity, Hardness, Heavy Metals, Nitrate",10.24.2024,472.08
82d38aa1-0bf8-425d-9bb2-c326d5561784,09/25/2023,7,Microbiology,"Clostridium perfringens, Cryptosporidium, Pseudomonas aeruginosa, Heterotrophic Plate Count, Giardia, Fecal Streptococci, Legionella",10/13/2023,888.67
22113da0-da55-4c8c-b405-426b05858997,02/23/2024,8,Microbiology,"E. coli, Legionella, Clostridium perfringens, Giardia, Fecal Streptococci, Cryptosporidium, Enterococci, Pseudomonas aeruginosa",NaN,1978.47
5773c32e-f006-4383-ad21-dabb948c6d02,03/25/2025,7,Microbiology,"E. coli, Heterotrophic Plate Count, Enterococci, Cryptosporidium, Giardia, Fecal Streptococci, Clostridium perfringens",04/22/2025,783.88
2c440556-3e62-42a2-9ad9-891190686cea,02/25/2025,6,Microbiology,"E. coli, Enterococci, Heterotrophic Plate Count, Giardia, Pseudomonas aeruginosa, Clostridium perfringens",03/24/2025,1284.01
4c2fdbcd-73c9-4082-bf14-a91ffe7c5d23,12/27/2023,9,Chemistry,"pH, Chloride, Hardness, TOC, Nitrate, Sulfate, Turbidity, Phosphate, Heavy Metals",01/26/2024,1300.82
94b943cf-6321-4500-85d6-dc33aa4cf4d7,12/31/2023,6,Microbiology,"Cryptosporidium, E. coli, Fecal Streptococci, Giardia, Pseudomonas aeruginosa, Total Coliforms",NaN,1211.36
01bd6ca7-d3b1-4278-a58a-58e594346527,12/20/2024,8,Chemistry,NaN,12/25/2024,2256.36
957ee4d8-e0b1-4d3e-9b52-dae75b8c1124,05/09/2024,10,Chemistry,"TOC, Phosphate, pH, Turbidity, Chloride, Heavy Metals, Sulfate, Nitrate, Alkalinity, Hardness",05/13/2024,2145.99
85303c1c-a8a2-4795-b3be-8792f82fa37f,10/07/2024,10,Chemistry,"Sulfate, Phosphate, Heavy Metals, Nitrate, Chloride, Hardness, Turbidity, pH, Alkalinity, TOC",10/23/2024,1724.68
23c97ccb-9917-4942-aee5-d5f0de862b79,03/07/2024,9,Chemistry,"Alkalinity, Phosphate, Nitrate, pH, TOC, Turbidity, Chloride, Hardness, Sulfate",04/02/2024,5000
beeabf6b-134f-420a-ab75-36b395f597c8,08/04/2023,6,Chemistry,"Nitrate, Chloride, Sulfate, Alkalinity, Heavy Metals, Hardness",08/22/2023,779.85
8f6c01f7-d02d-4695-874a-6398608d3bda,03/01/2024,10,Chemistry,"Chloride, Nitrate, Alkalinity, TOC, pH, Hardness, Sulfate, Heavy Metals, Turbidity, Phosphate",03/08/2024,1499.86
eb586b68-b498-4892-8b66-0ca9a7189acb,08/25/2023,5,Chemistry,"Phosphate, Heavy Metals, Nitrate, Hardness, pH",09/06/2023,1219.11
b36e2727-57c9-42f0-9683-9a9709683388,01/19/2024,4,Chemistry,"Heavy Metals, TOC, Phosphate, Chloride",01/29/2024,1049.23
e82b3220-9cf7-426e-9569-d4df9d1de265,12/11/2024,3,Microbiology,NaN,12/30/2024,763.93
c2cb5f9a-ff3f-417f-a141-7c200c78eecc,04/01/2025,2,Chemistry,"Heavy Metals, Hardness",04/26/2025,340.86
20b1584d-357e-482a-a37d-9f14120519d1,05/18/2023,8,Microbiology,"Pseudomonas aeruginosa, Legionella, Total Coliforms, Clostridium perfringens, Enterococci, Heterotrophic Plate Count, E. coli, Giardia",06/16/2023,1524.77
89fcc219-217a-4bcc-95c4-260e5e5a9cc1,07/14/2023,3,Chemistry,NaN,08/01/2023,579.97
924dc605-cd55-4052-adc4-c35cb5a6a12d,12/25/2024,1,Microbiology,Clostridium perfringens,01/21/2025,90.15
5a5ec016-ec0e-4a50-a42f-cfb34658becd,04/30/2023,5,Chemistry,"Chloride, pH, Hardness, Nitrate, Sulfate",05/06/2023,1027.02
fff207ed-bcea-4499-b2c1-2f1a3f71ffd2,10/29/2024,10,Microbiology,"Fecal Streptococci, Pseudomonas aeruginosa, Clostridium perfringens, E. coli, Heterotrophic Plate Count, Giardia, Cryptosporidium, Enterococci, Total Coliforms, Legionella",11/12/2024,2277.54
5b8982bf-5d2b-40d1-9001-aecf2c18b9ab,04/01/2024,9,Microbiology,"Legionella, Fecal Streptococci, Clostridium perfringens, Total Coliforms, Pseudomonas aeruginosa, Heterotrophic Plate Count, Giardia, Enterococci, Cryptosporidium",04/12/2024,1843.82
47c74ebf-15bf-4467-b2af-0c45d5353a7a,11/10/2024,10,Microbiology,"Fecal Streptococci, Clostridium perfringens, Pseudomonas aeruginosa, E. coli, Legionella, Enterococci, Heterotrophic Plate Count, Giardia, Total Coliforms, Cryptosporidium",11/22/2024,1354.84
52b92831-e4ea-42f5-8ed7-f61399dfdacc,05/19/2024,2,Microbiology,"Clostridium perfringens, Enterococci",06/08/2024,591.94
1dd3eec3-90b6-43ef-abda-242d2b4fc4cc,02/05/2024,5,Chemistry,"Chloride, Alkalinity, Nitrate, pH, Hardness",02.09.2024,1460.18
a8338e40-d38a-4941-a954-bb627b2c508d,09/18/2023,9,Microbiology,"Cryptosporidium, Enterococci, Total Coliforms, E. coli, Legionella, Heterotrophic Plate Count, Clostridium perfringens, Pseudomonas aeruginosa, Giardia",09/25/2023,1174.57
3ce31b49-5c79-4dd5-8142-025ec07f4ec2,10/17/2023,1,Chemistry,Turbidity,10/21/2023,10000
d7a9a874-524d-4d34-a814-8f12976b41f4,11/19/2023,4,Microbiology,"Pseudomonas aeruginosa, Clostridium perfringens, Legionella, Giardia",12/19/2023,1145.32
1b89800d-238d-473f-bf57-1abc1b60209f,12/12/2024,3,Chemistry,"Sulfate, Alkalinity, Nitrate",12/31/2024,816.48
b722aac1-f6b9-4a61-afcd-b12e34d361bf,02/05/2025,9,Microbiology,"Heterotrophic Plate Count, Fecal Streptococci, E. coli, Enterococci, Cryptosporidium, Pseudomonas aeruginosa, Clostridium perfringens, Giardia, Total Coliforms",23-02-2025,1423.53
ed571542-8698-49d8-b480-f6838764db0b,10/12/2023,7,Chemistry,"Heavy Metals, Sulfate, Chloride, Turbidity, TOC, Hardness, Phosphate",10/20/2023,564.29
fdc8476e-6d2b-4e9c-86e8-df708b6646e8,12/14/2023,3,Chemistry,NaN,12/25/2023,285.41
877b4559-9c96-457e-b100-e4c181e06a24,06/18/2024,5,Microbiology,"Clostridium perfringens, Giardia, Enterococci, Heterotrophic Plate Count, Fecal Streptococci",06/21/2024,1448.44
ef216e9d-cf32-4802-ac7d-ec92cf1c8a35,06/15/2024,7,Chemistry,"pH, Chloride, TOC, Turbidity, Alkalinity, Nitrate, Hardness",06/20/2024,1919.16
287b3741-0cd6-4e95-82a5-072ce4966e50,10/30/2023,2,Microbiology,"E. coli, Clostridium perfringens",11/14/2023,339.83
e5301746-9f48-4fdf-aecc-cb48cc7b1c6d,01/11/2025,8,Chemistry,NaN,02/10/2025,1457.84
361a07ea-8804-4400-8a5e-41784cefbdea,01/21/2023,8,Microbiology,NaN,01/27/2023,1921.22
f6363ea0-a0a6-4ddf-961d-eb4edccab8bf,03/14/2024,2,Chemistry,"Hardness, Phosphate",03/31/2024,393.41
4b8cef50-919f-4b1f-8974-d527e55e2574,10/11/2023,9,Chemistry,"Phosphate, Chloride, Hardness, Turbidity, Heavy Metals, Nitrate, TOC, Sulfate, pH",11/05/2023,2691.1
836b29d9-c71d-46bf-9a54-9e5ad7a8c699,08/11/2024,4,Chemistry,"Heavy Metals, Nitrate, pH, Turbidity",NaN,1037.51
14105aa4-21ab-44b2-a180-1793808ef9ce,11/21/2023,4,Microbiology,NaN,11/29/2023,731.8
7eb468ac-af98-4868-a8a6-31394c0db3ef,07/01/2023,9,Microbiology,"Fecal Streptococci, Clostridium perfringens, Enterococci, Heterotrophic Plate Count, Cryptosporidium, Pseudomonas aeruginosa, Giardia, Legionella, Total Coliforms",07/06/2023,2484.89
a1421495-dd63-4ed2-9328-ad7e3ef12879,03/01/2023,6,Microbiology,"E. coli, Total Coliforms, Cryptosporidium, Fecal Streptococci, Pseudomonas aeruginosa, Heterotrophic Plate Count",03/07/2023,538.05
